star_rating	review_headline
5	Excellent product!
5	Five Stars
5	Wonderful product
5	They are easy to clean
3	not my fave nuk.
3	Three Stars
2	Not a Good Fit for our Breastfed Baby
5	Glow in the dark makes it easy to find a pacifier at night!
5	Perfect for newborns
5	Five Stars
5	Five Stars
5	One of my baby's favorite pacifier!
5	Five Stars
5	Five Stars
2	holy unprepared!
4	"She received two others like it, but with different animals"
3	She just loved!!
5	Five Stars
5	Five Stars
4	my daughter absolutely loves these and won't take any other ...
5	Awesome pacifier
5	Some quirks but my son's favorite
5	Five Stars
2	Baby didn't like it.
5	WubbaNub is the best!
5	My grandson loves his Wubbanub. He is able to ...
5	Five Stars
5	Our son's favorite!
5	Cute AND Useful
5	Favorite pacifier
5	fast
1	"Bought for boy as in the pic, but got girl ones instead"
5	Five Stars
5	Thank goodness for amazon
4	"I really like it, however my daughters mouth is very shallow ..."
5	Nothing Like The Original
5	Five Stars
5	Easy to find and grasp for babies
5	I like that I can clip it onto the stroller
5	Five Stars
5	Wub Wub!! Nub Nub!!
5	Five Stars
5	Five Stars
5	Five Stars
2	Two Stars
5	Five Stars
3	So far my 4 month old son does not like these. They are much thicker than the 0+ ...
2	was awesome for about 5 months
1	i received it fast but it doesn't seem to be ...
5	drooly babies need these drool bibs!
1	not what expected!
3	made a huge mistake!! i thought this was ...
5	thumbs up!
5	just right. don't expect to fit in carrier bag
3	cheap and cheap quality
5	best mirror i have seen
3	"all of the parts don't exactly fit together, so ..."
5	great bath/shower time fun
5	five stars
5	five stars
5	five stars
4	my teething 6 mo old loves it.
5	don't leak - for real!
5	five stars
5	pampering for adults
5	five stars
4	baby no likey
3	Perfect fit for Graco
4	"Good product, my baby love his little dog For ..."
5	Love it
5	so cute
5	Item as pictured
5	Five Stars
5	we are a Soothie loving family
5	Great for newborns
5	Five Stars
4	Great but hard to clean
5	Five Stars
5	Five Stars
5	Good product
1	I was extremely disappointed when these arrived
5	Different babies like different pacifiers
5	Five Stars
5	Recommend!
5	The greatest paci!
5	Five Stars
5	We love wubbanubs! The only thing I don't like about ...
5	cuteness
5	Five Stars
5	Five Stars
5	Adorable!
5	... as a gift from me as they become their favorite!
4	I was hoping my newborn would like these. They are a little too big for ...
1	One Star
5	Five Stars
5	Great pacifiers
5	Five Stars
4	Solid pacifier
5	As NICU nurse I can heartily recommend the Wubbanubs
5	Five Stars
1	Disappointed
5	The only ones she likes!
5	Although it doesn't close when dropped (it closes after being ...
5	Great product!
2	I love this brand however I thought I was getting blue ...
4	They are nice. My baby won't take them but I like ...
5	Five Stars
3	Love this brand
4	Pink is not for boys! Ha
5	Best we've found
5	five stars
5	love this idea
5	great buy.
3	three stars
3	"nice colors, but wish it was a little softer"
1	not sturdy
5	better than great.
5	very nice! great way to store baby's pacifier
3	almost perfect (updated - average at best)
1	dryer sheets smell great in the box
5	five stars
5	five stars
4	"minor improvements would be nice, but it's still a great cover"
4	"great splatter shield, mediocre squeegee"
5	after 17mos of use it is still in excellent shape and the lightweight feature makes changing sheets so ...
4	easy to put together
4	four stars
5	another ladybug starry night!
5	five stars
4	I loved this fan and it looks really good in the ...
4	"Convenient pacifier box, holds every type we've thrown at it with ease"
4	Exactly what we needed
5	best gift for dads!!!
2	Really cute however I normally like these cause of the flexability between the animal and ...
3	Water gets in nipple when washed
5	Only pacifier our LO would take...no nipple confusion for her
2	Not a successful choice
5	Great pacifier
5	Great!
5	Five Stars
3	Random colors sent
5	Amazing. SO AMAZING
4	Helped her relax very good. She likes the shape of these the best ...
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
2	Two Stars
5	Five Stars
5	"Great price, so fun!"
5	"My baby loves these, and I love how cute they are"
4	"Cute, but small."
5	Five Stars
5	Five Stars
1	The paci is so big my kids hate it. Seems to take forever to take a ...
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Super cute zebra
5	A must have binky.
5	A mommy must have!
5	Even the dogs love them.
5	Five Stars
5	Five Stars
5	Love these!
4	excellent buy for your little one
5	Worth it
5	soft & beautiful!! Love it
5	Perfect timing! We will most definately be buying this ...
5	Love it!!
5	Five Stars
5	Great pacifiers
5	After many attempts to find a pacifier that my son ...
5	Five Stars
5	I don't smell the rubber like some have complained
5	Five Stars
5	Five Stars
5	Work Great
4	Four Stars
5	Perfect
5	so cute!
5	Love it!
1	sound quit working
5	don't need dual monitors.
4	four stars
5	the 7 am le sac igloo is great!!
5	five stars
3	smaller than i was hoping for
5	five stars
5	five stars
4	breastfed baby loves it!
5	five stars
5	five stars
5	five stars
5	tools like
5	love this bag
4	four stars
5	five stars
1	not worth the money
4	adorable and comfortable!
5	five stars
4	big bed in a small box
5	five stars
3	love the mobile but it did not fit on our ...
3	be good for your larger toddler
5	five stars
1	this is a baby bracelet
5	We love our WubbaNub Monkey
5	Very cute!
1	One Star
5	Five Stars
4	these are our favorite fit so far
2	Two Stars
1	Not like bottle nipples at all.
5	Five Stars
5	Five Stars
3	Three Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	five stars
5	five stars
1	one star
5	five stars
2	two stars
2	"i like it, but it has i like it"
2	i really like the chevron pattern and neutral colors
5	a must have
5	five stars
5	sooooo soft and comfy. very pretty purple color.
5	we love our big owl
5	sleep baby sleep
5	great seat!
5	just perfect as my grandson's first toddler bed
5	works great! have been using the monitor with the new ...
3	three stars
5	five stars
1	usually love oko products but this is badly made
5	very impressed
5	five stars
5	five stars
5	five stars
5	five stars
4	sticks well and has good coloring but i dislike how you can see the ...
5	Five Stars
4	Four Stars
5	We love the Wubbanub
4	Four Stars
5	It is easy to find when you need it
1	Not a happy camper.
5	Five Stars
5	Five Stars
5	Five Stars
5	Every baby should have one!
5	Five Stars
5	My daughter is in love with the wub a nub
5	
5	Great!
5	Five Stars
5	Five Stars
5	best paci
5	Just what I wanted c:
5	Easy to clean too
5	... was a gift and the couple who received it like it alot
2	two stars
5	five stars
5	perfect!
5	five stars
5	i <3 thirsties
5	love the item hate the fact it was 3 days
1	great idea but cumbersome
4	four stars
5	five stars
5	mattress protector
5	must have!
4	would be a 5 star if it was actually spill ...
5	meets expectations
5	life saver
5	great product!
5	five stars
5	i wish the directions were a little clearer but it ...
5	excellent product and a good price!
5	wonderful product
5	
5	Five Stars
3	Three Stars
5	Five Stars
5	love these!
5	Avent Pacifier
5	Great in the car at night
5	Plus they're super easy to spot if they fly across the room
5	Five Stars
5	My daughter loves Wubbanub period! She holds them close ...
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	but it looks good.
5	Five Stars
5	Five Stars
5	five stars
5	very cute!
4	four stars
5	perfect
5	five stars
5	it works great and always gets out the stains
4	good cups.
5	thank you   all arrived safely
4	"good, my son loves it"
5	"he climbs on it so easily, and is relatively easy to clean"
5	worked as designed!
5	love these! my son sometimes pees all over and ...
5	five stars
5	nice. well made
5	five stars
4	perfect for cloth diapers
1	have a pic of a black sticker hut mail me a white one
5	the only bibs we use now!
5	great looking wall
5	five stars
4	good but small
4	four stars
5	works great
5	passed the kid test!
4	great soft and no slip
4	Four Stars
5	They work well
4	Four Stars
5	Our go-to oacifue
4	Four Stars
5	Five Stars
5	Great!
5	Excellent if your child likes the Soothie pacifiers
3	need color option
5	Five Stars
5	These are amazing. I have one in every space (kitchen
2	Not a good solution for this exhausted mama
5	"In addition to pacifier wipes, I used these for ..."
5	Five Stars
5	Great binkies
5	Five Stars
1	One Star
5	Very Well Made & Colorful Pacifiers
5	great pacifier
2	Needs a close-up pic of nipple shape
5	nursery jungle theme
5	Five Stars
5	Five Stars
2	but was very disappointed to find that the bink is stitched into the ...
5	Five Stars
5	Love Mam!!
5	Five Stars
5	Five Stars
5	Best things ever made
5	now that she can more easily grasp onto it herself
4	Good paci
5	Five Stars
2	only one worked...other was broken
4	Four Stars
5	Happy paci
5	Five Stars
5	Five Stars
5	Five Stars
5	I love this Pacifier
5	My son's first best friend
4	four stars
5	super soft! stays soft after washing and doesn't stain
2	i would not recommend this item...it is very hard to maneuver
5	five stars
5	car seat favorite
5	easy to apply
5	five stars
5	i really like the way this looks
5	love this cover!
4	at least my son seems to like it.
5	perfect for my daughters room
5	five stars
5	love this.
5	soft and high-quality
5	five stars
5	i love them>
5	five stars
4	has three great different settings for music
5	dog beds
5	five stars
3	three stars
5	five stars
5	pet gates
5	tightening knobs work well.
5	just what we needed.
4	other than that it's a great
5	five stars
5	"the nipples don't collapse, there aren't a million pieces ..."
5	picnic time
5	great booster seat
5	so cute!
5	five stars
4	four stars
5	"easy to clean, travel well, and comfortable!"
3	three stars
2	nonexistent padding/cushion
5	five stars
5	five stars
5	cloth diapering made easy
4	simple!
5	five stars
3	three stars
5	Five Stars
5	Best pacifier on the market! Especially if your baby has lots of teeth!
5	adorable
5	A+++
1	Not worth the money
5	Five Stars
5	Five Stars
5	Definite must have!
2	These are not for a baby past 3 months
5	Five Stars
5	I survived the first year of my baby's life because of these.
5	Five Stars
5	Easy to find at night!
5	Perfect!
5	Five Stars
3	yes and no
5	Five Stars
4	... game to play but wish the pacifier were on better paper so it doesnt rip when try to take ...
5	Five Stars
5	Soothes the baby!
2	Two Stars
5	Cute and works well
5	Five Stars
5	Five Stars
4	My sons favorite pacifier - but not my first choice
5	Five Stars
5	Five Stars
4	Baby LOVES this pacifier!
5	Five Stars
3	Never lose your pacifier
4	Four Stars
5	Great for a 3 month old to hold on to
5	love these!
5	Don't know why he likes them better but he does!
5	We love our WubbaNub Kitty!
5	wubbanub caterpiller
5	Five Stars
4	Ok
5	Five Stars
5	Five Stars
3	Three Stars
5	It's do useful for car trips
5	Five Stars
5	Five Stars
5	My son loves this Binky!
5	Great gift!  Go Pack Go!
4	and they are great. The only pacifier he will use
5	My son loves this giraffe pacifier. It is one ...
3	Three Stars
4	... hard to find at night but other than that great product!
5	My kid loved to traditional avent pacifier
2	Cute.  Works well.  Breaks easily.
5	Handy Suckers!
4	I like these BECAUSE they fall out
5	cute supplement or alternative to a baby book
5	great product only thing that works!
5	they were a great quality and worked out really nicely
5	fan of angel dear blankets
5	"very satisfied a shopping experience, product quality is very good, very satisfied with the speed of logistics"
5	a new friend
5	this item was purchased as a gift. we were ...
1	this item is not really like it is shown it's really wobbly and doesn't hold ...
5	expecting parents loved the gift an idea
3	the camera on this is top-notch along with the controls ...
5	great product.
5	love the style and the attached changing pad.
3	good quality and soft
5	this works!
1	one star
5	five stars
5	five stars
3	three stars
5	five stars
5	five stars
1	one star
5	five stars
4	great swing!!
5	our daughter hated bath time and we were always afraid that we ...
5	the only pacifier my daughter will use and it actually stays in her mouth!!
5	five stars
5	five stars
1	"no good, was incomplete and the price is not good ..."
5	lifesaver!
5	love it!
5	five stars
5	my grand daughter loves it and uses it several times ...
5	... to hold and get to her mouth than the super long and kinda skinny nuby ones i also have
5	easy to clean
5	five stars
1	... the package was opened with no nose frida inside like stated and only the 40 foam pieces
5	i love this chair
5	five stars
4	"this product is pretty cool, but it takes a while and some ..."
5	five stars
1	unfortunately the reviews i read were correct. this does ...
3	"a for design, b for functionality."
5	great toy! easy to grasp and bring to baby's ...
5	affordable and effective
5	love that this company makes an effort for non-toxic toys
4	my baby seems to like it. i do wish it had a way ...
3	i didn't expect for the price that i would have to put the velcro pieces on myself a very disappointing and tedious task that sh
2	It doesn't look anything like the online picture
5	Five Stars
5	Five Stars
5	Will be buying again
5	Five Stars
5	If you have a Princess Buy It!
5	Glows in the dark!
4	MY choice
4	"Not perfect, but everyone had fun."
5	Five Stars
3	Three Stars
5	Five Stars
5	Highest quality paci
5	Five Stars
5	Won't buy another paci!
2	Two Stars
5	Five Stars
5	Love these better than the tradional avents!!
5	Five Stars
5	Baby love
5	Its great to be able to get an all natural product ...
5	nice and funny
5	Five Stars
3	Cute but get dirty too fast
4	Was not great quality. I expected the stuffed animal to be ...
4	My daghter and I both love the wubbanub
5	Five Stars All Day!!!!!!!!!!!!
1	One Star
5	Cute and cuddly pacifier!
5	Wubanubs
2	fantastic !!!
5	happy to get rid of the plastic cups
5	... to my daughter and she said it works so good!!
5	love it!
5	five stars
4	the nipples on these bottle collapse very easily and the caps don't stay on but i love ...
5	memorial frame
4	four stars
4	solid good quality that will last a long time!
4	you have to soften the valve first.
5	no more sleep deprived mom!
1	the crayon that goes inside the plastic sleeve falls out very easy. when you are done in the bath or ...
4	four stars
5	a mommy must have!
5	"baby approved, super cute too."
5	five stars
1	Very disappointed.
5	Great for baby shower gift too!!
5	Loved them so much I give them as gifts.
5	"These are my daughter's favorite pacifiers, and they're so much easier to find ..."
5	Five Stars
5	Five Stars
5	Five Stars
4	"Excellent pacifiers, durable, but sometimes gets water trapped - glow in the dark does not work."
5	Five Stars
2	NOT EYE APPEALING PACKAGING!
5	Our son has had his Pandu for 5 years (without ...
5	Get them!
5	Five Stars
5	Five Stars
5	The Perfect Pacifire
5	Great pacifier. This brand is the only one our ...
5	Cutest moose ever.
5	Terrific product! We were given one of these as ...
5	love them !!
5	Five Stars
5	Five Stars
4	Four Stars
5	Pacifier game changer!
3	Works good if you can get the baby to use it
5	Great!!!
5	Super cute.
1	Not sanitizable without falling apart!
5	Five Stars
5	Five Stars
5	Best pacifer
5	Haven't used it yet because we're still waiting on our son to come home from nicu but I'm sure he'll love it cause it the same p
5	Five Stars
5	Great price point
5	Five Stars
5	ADORABLE
5	Love this more than the Ummy (and presumably the Eco Piggy). Fantastic natural pacifier.
2	Feel sticky
5	Would definitely order more of these.
5	Great gift for a monkey-themed baby shower
5	Five Stars
5	My 1 year old grandson loved his first wubbanub and is now on his second
3	Three Stars
5	Five Stars
5	Grand baby approved!
5	Stylish baby
5	Five Stars
5	so cute!
5	Five Stars
4	Good
1	One Star
5	Best Thing Ever!!
5	Five Stars
5	Five Stars
5	Five Stars
1	my daughter sucks in air so I had to throw them away
5	But on that note they are perfect for nursing babies as they are more natural in ...
5	Five Stars
5	the best pacifiers
5	I love this case.
5	great!
4	four stars
5	five stars
5	five stars
5	five stars
2	"this is not a bad box, but it is really way too big"
5	great!
5	BEST PACIFIERS!
5	My son did not like this. That is not to say it's a ...
5	Awkwardly Cute!
5	five stars
5	this is an excellent kit to use with the pump
5	five stars
4	"the valve and breast shields are fused together, just fyi"
5	five stars
5	five stars
5	well made.
3	easy to install
4	the lid is a nice feature on one of them
5	five stars
5	happy napper!
5	perfect hook for my purse
5	recommended
4	good product but not perfect
5	"i love, love"
5	have had it for about a week and it's been great. i sprayed a little window cleaner on the ...
5	you need this
5	five stars
5	five stars
1	this product is good as described but the only problem that i found ...
5	they are visually very nice as well and look classy
5	five stars
5	five stars
5	five stars
4	o.k. but how about formulating to prevent yellow-orange mold
5	these are by far the best breast milk storage bags
5	love this playpen!!!
4	i still love this product and got it for a great price
5	five stars
3	"It fits the cradle, but it's a little flimsy ..."
5	Love it until baby gets teeth
5	Five Stars
5	My LO has been using these from since she was ...
1	Disappointing I thought this monkey would help to hold the ...
5	Five Stars
5	Go-to Shower Gift!
5	Life savior
5	It was a good laugh.
4	... heavy as I imagined it to be but still useful!
4	Four Stars
2	0 - 6 Month Size a Suffocation Risk for 3 Months and Younger
5	Five Stars
5	Great comfort toy!
5	I have had excellent experienced with multiple wub a nubs
5	Five Stars
5	Pink Girl Green Bay? Awesome!
4	Four Stars
5	Oh yes just what I was looking for!
5	Five Stars
5	Five Stars
5	Favorite Binky!!!!!
5	Five Stars
5	Five Stars
4	"Great bag, not too big not too small"
3	Three Stars
4	"Best Pacifiers, My Babys Choice."
1	Piece of garbage
4	Four Stars
5	If your child has to have a pacifier ...
3	"By the dog, not the elephant."
2	Not as cute as photograph here and really doesn't look like much of a longhorn at all
5	Five Stars
1	The Munchkin Deluxe mesh feeders are my favorite and then the Sassy ones
5	Five Stars
5	Comes with covers
5	Five Stars
5	Five Stars
5	Glow all night
5	"You can prop it against something so it stays in her mouth better, and she loves holding onto the stuffed animal ..."
5	Five Stars
4	Four Stars
5	Five Stars
4	Sterilization direct on the microwave
5	Five Stars
5	Five Stars
5	An excellent choice for our son
5	Five Stars
5	Love these!
5	"perfect pacifier, great quality, wish they made a baby bottle nipple"
5	Five Stars
5	Best Night Time Pacifier!
5	Five Stars
5	Cute Colors
4	Four Stars
5	It's great when trying to get them down at night
5	if your baby likes mam style and is breastfed this may work!
5	Not just a novelty - they work wonders!
2	My baby did not take this pacifier after using MAM ...
3	"Decent product, but there are better WubbaNubs..."
5	Five Stars
5	Daughter loves them!
5	"It is such a good idea,"
5	great for breastfed babies
5	Great product
5	Five Stars
5	Five Stars
5	Five Stars
5	binky
5	Best buy ever!!
4	Great backups
3	Sufficient
1	My baby didn't like these and neither did I
5	Five Stars
5	love the MAM!!
5	Five Stars
5	Whiney
5	Five Stars
5	Five Stars
5	Great product! Contoured tip fits great and comfortably into ...
5	Five Stars
5	The Avant Soothie is a great brand pacifier and since it is attached to a ...
5	so cute
5	love them!
5	I especially love how open these are
4	Daughter was hooked on these thanks to the hospital!
5	Sanity saving product extraordinaire!
5	Easy to clean
5	Five Stars
4	four stars
5	great price
5	not for the 35 car seat
5	love love love must buy
4	four stars
4	four stars
5	a perfect toy for the car seat
5	five stars
3	a bit pointy and runs big
5	one of the better ones!
5	keeps diapers and wipes neat inside the diaper bag and is easy to grab while on the go
5	great
5	she loved them.
4	four stars
5	five stars
5	they are great and inexpensive
5	five stars
4	i do really like them as a workout accessory
5	great gift for grandparents
2	"cheapy outer, good inner"
5	cute!
1	"disappointed, don't stay in mouth"
5	five stars
3	lacking needed parts
5	five stars
3	not impressive
5	my wife and i are happy with it
5	works for our needs
4	but when it was figured out its a good
4	beware of the 110volts
5	5 stars
5	very light and comfortable for him
4	works well
5	smart product
1	dr.brown's training cup the 9oz
5	five stars
2	it's fine....
5	car seat transporter
1	one star
3	"Good value, but wish it had a better battery for the receiver"
5	Five Stars
4	Great for breast feeders
5	Five Stars
5	Five Stars
5	Five Stars
5	My review
5	My baby loves these! bought more to keep around ...
3	Love these things
5	Best paci!
2	Two Stars
5	Nice
5	great
5	love these
5	Can't go wrong with these paci's
5	Five Stars
2	I like the product and had better experience with it before
5	five stars
5	it's perfect. i love how small it is
5	great sheet
3	works better with non-angled windows
5	great pacifier for the price!
5	five stars
4	four stars
5	five stars
5	great service. thank
5	better than other brands
5	love these!
5	five stars
5	five stars
5	five stars
5	just what i needed
5	but the travel my brest friend was wonderful for the first 5 months of my baby's life
5	got one as a gift and my daughter loved them so much
5	five stars
5	great
4	... as vivid as shown and the string is very fine but it's a nice mobile
5	... me a lot and helped me a lot to recommend it.
5	this pillow fits perfect in the crib and for her little head
5	five stars
3	face not so cute.
5	great product would recommend to anyone
5	everything looks great and we love the flexibility
5	five stars
5	five stars
5	very on place as well very easy to put on
1	one star
5	absolutely perfect! we got this for my one year old ...
2	two stars
5	baby loved it!
5	wonderful diapers! a+ i love this brand!!
1	Waste of Money - Not Reliable
4	My grandbaby is having Fun w/ the soothie pacifier/WubbaNub Monkey
5	Dance of Dragons
5	Five Stars
5	Five Stars
4	... 4 stars only because I don't think it is good for my grand daughter for newborn use
3	sound quit working
5	five stars
5	beautiful and well made
5	best purchase we have made!
5	she loves it!
5	five stars
5	good for breastfed babies
5	good product
5	great item
4	went on easy and no bubbles
5	five stars
5	five stars
3	the light shines through to display a poor paint job
5	sling for my toddler.
5	everything you could ever want in a baby monitor
2	"thin, single muslin."
4	"on the plus side its bright and fun, wish it played music when movement activated it"
5	five stars
5	five stars
4	great booster! highly recommend!
5	five stars
5	a little pricey but a great product.
4	"this bag is pretty small, but perfect for daycare cubbies"
5	love this! perfect for traveling or putting in your ...
4	surprisingly roomy!
5	awesome
5	favorite oval crib sheet
5	potty training necessity!
5	... dog to keep her cooler in the summer works good.
2	good only at the beginning.
5	five stars
5	five stars
3	three stars
5	five stars
2	i didn't feel like it was working properly
3	really cute little white bunny.
5	five stars
5	this product is a life saver
3	"not the most necessary buy, could've skipped this"
5	love it!
5	five stars
5	way better than my medela disposables!
4	four stars
1	no they aren't good.
1	Very disappointed.
5	Super cute
5	Great for breastfeeding babies
5	Adorable Paci
1	Picture doesn't show they are LATEX
4	Four Stars
5	Five Stars
5	Five Stars
5	Best bottles  you can get for breastfeeding babies
5	Very cute style.
4	Four Stars
5	Five Stars
5	I love tommee tippee brand and their pacifiers hold up very ...
5	Five Stars
5	MAM Air Silicone Pacifier
4	great product junk shipping
5	Five Stars
5	Wubbanub
4	Four Stars
5	Cheaper than Walmart!
5	Five Stars
5	Amazing product
2	not what i expected
5	five stars
5	stop searching! you have found your stroller.
1	broke in 3 months
4	"good quality, poor plastic choice"
5	brings baby smiles
4	just right
5	five stars
5	love it
5	five stars
5	a much better option than my small metal
4	"baby loves it, mom not so much...."
4	four stars
5	perfect for booster seats
5	five stars
5	five stars
3	then you will find yourself on a flight with a (incorrectly - it should be fine and approved on all aircraft) useless product &
5	great
5	five stars
5	just what i needed
4	beyond adorable!
5	five stars
3	enormous. it's practically the size of a real bathtub ...
3	"it's not horrible, just a nuissance"
5	... this because now he can go to the bathroom like daddy!
5	great for new or expecting parents
5	five stars
2	two stars
5	sanity saver - worth every penny!
5	five stars
5	five stars
5	five stars
3	"gets the job done,  but you get what you pay for."
5	it is perfect. babies should not have soft mattresses
5	five stars
5	perfect size for toddlers!
3	this towel is so cute and made really nice. however i bought it for my 4 year ...
5	"love it, is very soft and has alot of ..."
4	my night time diaper.
5	SLEEP TIGHT BABY
5	Still trying to break the habit
5	Five Stars
3	Subpar
5	Five Stars
5	Five Stars
3	not bad
4	Four Stars
4	Four Stars
5	great for babies
5	Five Stars
5	picky baby
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
1	Doesn't glow enough
5	Five Stars
5	Great pacifiers
5	Five Stars
5	Five Stars
5	These are the same pacifiers my son was given in ...
5	Five Stars
5	Five Stars
5	Five Stars
4	Four Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
2	Two Stars
5	Five Stars
5	good pacifier
5	Will buy again and again
5	Five Stars
5	... since my dog ate one of hers and she liked it.
5	Five Stars
5	Five Stars
5	Five Stars
5	Highly recommend to anyone who is having to supplement their breast ...
4	Four Stars
3	Three Stars
5	Perfect for my grandson
5	Favorite Binks!
5	Great little product.
5	Five Stars
5	Great buy
5	Five Stars
4	Four Stars
3	no more paci
5	Five Stars
5	Your Newborns Favorite
1	The item I received was obviously used. The box ...
3	Three Stars
5	came just as advertised. My son loves his monkey ...
5	Great item for both game and gift
3	the product is good. I mostly use it when I go out
5	Five Stars
5	Five Stars
5	Five Stars
2	Great pacifiers. Selection wasn't so great though
1	I was SO disappointed with this product
5	Five Stars
1	Disappointed
4	pacifiers only glow in the dark for a short time ...
5	Five Stars
3	Three Stars
3	Three Stars
5	Five Stars
5	Five Stars
5	Five Stars
4	ALL
1	Too much scent isn't a good thing
4	Elephant is cute but not practical.
5	great
5	Two Stars
5	Five Stars
5	Essential item for Baby!!
5	Five Stars
5	ALL
4	Love it!
5	A+!!!
5	Fabulous Product!
4	Love the MAM pacifier's
3	Three Stars
4	God-Mom approved. Hopefully baby does too !
1	It's ok
5	Perfect for our preemie
4	"Great pacifier, collect lint, and they need larger sizes too"
2	Two Stars
5	Five Stars
5	Five Stars
4	Hello Kitty pacifiers
1	One Star
5	Five Stars
5	Five Stars
3	my 3 month old nephew hates it and will not ...
4	"Good pacifier, great nipple length and face guard"
3	Three Stars
5	Five Stars
3	Three Stars
5	Five Stars
5	Five Stars
1	"I got what I paid for I suppose, but ..."
5	what ever keeps her happy!
5	Five Stars
5	Perfect!
5	Five Stars
1	I think it is much more harder for her to suck. I understand why the material has got to ...
5	Five Stars
2	Will fit 1 pacifier (2 if you cram them in ...
5	love them
5	Five Stars
5	We LOVE Wubbanub's this is a cute holiday one that can ...
5	Love it!!
1	One Star
5	"Recipient love it, but I didn't get to see it ..."
3	Didn't work for my son
5	"Love it, wish he would take it"
1	Very disappointed.
3	Does a good job at holding the pacifier inside and protecting it ...
5	Five Stars
4	Four Stars
4	Works great when kid rejects medicine
5	Five Stars
5	Five Stars
5	Awesome
5	Five Stars
5	Five Stars
5	Does its job
5	Five Stars
5	Handy To Have For Every Diaper Bag!
5	Five Stars
5	Five Stars
3	Still love the MAMs though
5	Five Stars
5	My grandson loved his and they are so much easier for babies ...
1	I was extremely disappointed with this order
5	Five Stars
2	Not my favorite
5	thumbs up
5	LOVE WubbaNubs! :D
5	Five Stars
5	Great buy
5	Nice for fans.
5	Five Stars
3	Bigger than pictured
5	Five Stars
4	Great idea for a way to get an infant to ...
3	Three Stars
1	colors too varied
5	Five Stars
5	Five Stars
5	Binkies
1	confusing option to choose colors
5	Great product!
5	LOVE IT!
4	Four Stars
5	Five Stars
4	Four Stars
4	Lifesaver!
5	We love MAM pacifiers
5	Very well made and perfect for car rides
1	Too long
5	Great gift.
5	Great invention
5	Five Stars
5	Love these paci's
5	LOVE THESE!
4	nice
5	Great gift.
5	Five Stars
5	Five Stars
5	Hilarious!
5	Five Stars
1	The part the baby sucks on EASILY came off in the mouth of a ...
5	Five Stars
5	Five Stars
5	We have had three kids who all loved Soothie binkies more than any other
5	Five Stars
5	Five Stars
5	Five Stars
1	Not pleased.
5	Five Stars
5	"My son still never took a paci - he just looked up at me like, where's the milk"
5	Five Stars
5	It was packaged in a beautiful bag and the necklace is high-quality
5	and a great space saver
5	This stroller suits our needs perfectly.
1	It was very warm to wear this on a hot ...
5	amazing all in one
4	Super cute. My daughter loves it
3	Three Stars
5	Easy to use
5	Thank you
5	I &lt;3 this monitor
5	I love this paci
4	Good looking and sturdy! But assembly is pain in the neck
1	hard to keep milk flow
5	Five Stars
3	Three Stars
5	Five Stars
5	Amazing product!
5	Five Stars
3	I bought this to keep my little 2 year old ...
5	Genius design
5	Love it
5	Love Graco
5	Five Stars
5	Has great range too
4	"Hard to clean, but very safe"
5	Five Stars
4	its very nice. Pros
4	Nice picture
4	EcoAble is one of the better All in Ones
5	which is totally amazing for me
5	It really is cut and I love it. No patterns/cartoon characters
5	Five Stars
5	Five Stars
5	This is a great crib for the price
4	The timer is a great feature although we leave it on all night
5	it is still awesome. My husband has actually just recently made it ...
3	"Butterfly fly away, but wear these shoes when you go."
2	Colors may vary!!
3	More leaking problems with these.
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	but works great!
5	Good monitor
5	These are great for on the go healthy snacks
4	Four Stars
5	Amazing customer service
5	"Great reception, Great battery charge too can go all ..."
3	Not very soft
5	Sturdy!
5	Five Stars
5	Five Stars
5	Five Stars
5	"Easy, out-of-the-box installation"
5	Five Stars
5	Five Stars
3	Three Stars
1	One Star
5	Awesome!
5	Money well spent!
4	not orange like in the picture
3	Three Stars
5	Five Stars
5	Love these!
4	Four Stars
5	Too cute!
5	Easy for 10 month old
5	Bought them for the whole family!
2	Runs very small. Son is 3lbs & 4 smaller ...
5	Five Stars
5	Baby approved
5	Worth it!!
5	"Girlie babies, the must have pacy!"
5	Five Stars
5	Love love love!
5	Five Stars
5	... my sisters baby Shower and it was so much fun
4	Absolutely love love love WubbaNubs
5	Good quality pacis
5	Five Stars
5	Five Stars
5	Soothies are the best pacifiers in my opinion because the nipple is just ...
4	Four Stars
5	five stars
5	great for younger babies
5	great book!
5	great grab and go diaper bag alternative!
5	five stars
1	one star
2	tedious extra parts
3	we like the comfort and ease of use of the econobum ...
4	good straw cup
2	the railing would not stay put on my child's bed.
5	nice quality product.
5	high quality prompt shipping.
5	five stars
5	get it!
5	love the seat.
2	"ok, but wish they weren't needed."
5	five stars
5	very useful. excellent purchase
5	like these better the the bumkins
4	four stars
5	super efficient design by nuk
5	great pump!
5	"magic material, good for freezing all kinds of foods"
3	very thin blanket.
2	"they came dented and dirty, and if you screw the lid on tightly ..."
2	by the time i received them two months later. ...
5	five stars
4	four stars
