star_rating	review_headline
1	One Star
5	"Doesn't get too hot, LOOKS great (I love pink anything!)"
5	Five Stars
5	Five Stars
5	Great full size turbo dryer.
5	Best hair dryer I ever used
4	"overall, I'm happy with this hair dryer."
5	A great lightweight product
5	Five Stars
5	Five Stars
5	Works great.  No complaints
4	Four Stars
5	Five Stars
4	Four Stars
5	Use it recently n it was good..
2	Flawed
1	Seems great at first
4	Four Stars
4	I love this hair dryer
3	eehhh
1	The most awful hair dryer ever. Very Heavy and ...
5	Blows Me Away
4	"May not be the color you see in sales, but it runs great!"
3	Andis 30975 Wall Mounted Hair Dryer
5	"More settings, powerful and a sleek, high-end hotel look"
5	"her old one is going bad, she was so happy when i got it ..."
4	Good basic dryer for the price.
3	I really really wanted to like this hair dryer
5	Five Stars
4	Great dryer...
1	Needs to be permanently mounted in order to be truly useful.
4	Four Stars
1	DANGEROUS!!
5	Five Stars
5	"High quality, great price"
5	Five Stars
5	Five Stars
4	Four Stars
2	Two Stars
5	Five Stars
4	Four Stars
3	It's okay.
5	Five Stars
5	Great hairdryer.
5	"Im in Love, Wooooow"
5	Great Buy!
5	Five Stars
5	Maximum Blow!!
3	Three Stars
4	This is a really nice hair dryer
1	Don't go near this worthless product.
3	Product intended for Japan. No English manual.
4	Four Stars
3	Lightweight but works well
1	BS thumbs down. so pissed
5	which is perfect for extremely good results for styling and drying your ...
5	I did my research before buying a new hairdryer and ...
5	Five Stars
5	save time and money! do it yourself
5	works great.
1	A total BUST!!!
5	Five Stars
5	Great hairdryer
5	Recommended
4	a lil nosey but is good for drying
5	Good value.
5	"VERY powerful, and with 3 heat settings, and ..."
5	Good blow dryer
5	good machine
1	Unreliable
4	Four Stars
5	Five Stars
5	I really needed a new dryer and I'm glad I picked this one
4	Four Stars
5	Five Stars
5	I absolutely love this hair dryer
5	Five Stars
5	Five Stars
1	Would not recommend
1	so credits to Amazon Prime for being fantastic. Unfortunately
5	Love it!
5	greeeeeat
5	New favorite hairdryer
5	Five Stars
4	bulky
5	No complaints so far
4	Conair 1875 watt
5	Frizz be damned!
4	Four Stars
5	Money's worth!
4	This is a fine hair dryer
5	My mom wanted a small and powerful hair dryer and ...
1	Normal hair dryer with diffuser attachment is still better...
5	power and results
5	Five Stars
3	Three Stars
5	"works great, gets the job done"
1	Weak
3	"Okay for travel, but miss my cheaper version."
3	Three Stars
5	Five Stars
4	Very happy
2	Disappointment
5	conair 1875 watt turbo hair dryer
5	Happy lady
5	best thing I have bought so far
4	This hair dryer is quieter than my old one and definitely dries my hair pretty fast. My only problem with it is that ...
4	Four Stars
5	Five Stars
5	Good Hair Dryer
5	Five Stars
5	Five Stars
5	Five Stars
3	Three Stars
5	Good Buy
5	"For the price, you can't beat it. Simple ..."
1	Underpowered To Use As A Hairdryer
1	Where's the heat?
3	Three Stars
5	Five Stars
5	Great dryer!
4	Four Stars
5	great dryer
5	Five Stars
5	Five Stars
4	Four Stars
5	Five Stars
5	Five Stars
4	This is a good little unit
5	vacuum? or blow dryer?
5	so good! Much better than my previous Hot Tools that ...
1	Does not work.
3	Three Stars
5	I've only had to replace one of these units and everybody seems to love them.
4	but good
5	Five Stars
1	One Star
5	Five Stars
5	Yes t the Yellow Bird!
5	Five Stars
5	I bought a plug adapter
4	Great hair dryer
4	
5	I love this hairdryer
5	Five Stars
5	Five Stars
5	Quality professional hair dryer that really works great
4	Four Stars
1	It caught on fire.
4	Works great!
5	It is a very good item. Very easy to switch on
3	Three Stars
5	Five Stars
3	I like this dryer but it is a little bit larger ...
5	... dryer so I could dry my Silky Terrier's long fine hair after her bath
5	Five Stars
5	... used this dryer while at a Renaissance Suites and loved it. When I returned home
4	"Sturdy, a bit bulky & gets incredibly hot"
5	Great product!
5	Five Stars
4	i enjoy that the warm is enough to dry thick
5	Five Stars
1	One Star
5	Happy Wife
5	but this is a great hair dryer
3	Didn't like the buttons
5	Great Value
4	Four Stars
5	Fantastic purchase!
5	... setting for drying my hair without holding down a cool setting and trying to manipulate the dryer on my ...
5	super fast hair drying time without the frizz
1	Defective product
5	Five Stars
4	"Shine, fast dry time without burning your hair, low price but good quality"
4	Good but night light is too bright
4	Great hair dryer
5	i feel like i just came out of the salon
4	User and Buyer Friendly
2	Not a good choice for me
4	light compact good
5	My gf loves it. She says it does no ...
5	Five Stars
5	Five Stars
4	Good Value
5	Five Stars
5	5 years for $10... yes... not a styling hair dryer- good for quick dry!!!!
5	Just order it!
4	So far so good...
5	Nice Hairdryer
5	Five Stars
2	Two Stars
5	Five Stars
5	Five Stars
4	Great little dryer
5	Five Stars
4	Four Stars
1	Plastic junk. The speed and heat setting buttons are ...
5	"I love it, of course my husband used it before ..."
5	Teenage Fashionista
5	Works well
5	This blow dryer works great. It never frizzes my hair and the temperature ...
3	The diffuser is crap and the fan speed and heat settings are way ...
5	Good dryer.
1	I had to send this product back because the heat ...
5	love them.
5	Five Stars
5	Five Stars
5	Five Stars
3	Be Careful -- It Runs Very Hot!
1	One Star
5	GOOD STURDY ECONOMICAL DRYER
5	Five Stars
1	One Star
5	has held up for over year now. i only use it about once a week though
4	Fast!
5	Five Stars
5	It is AMAZING!!
5	What a 4c girl needs!
4	Works great; but unsightly
5	"Very nice, lightweight"
5	"i am completely satisfied, i have a long"
5	Five Stars
5	Love it but only hope it lasts a lot longer ...
4	Four Stars
5	Five Stars
2	I agree with the other comments- I love how compact it is but was very disappointed with ...
5	Five Stars
4	Dries my long hair in about 10 minutes
5	Terrific Travel Dryer
5	This is truly the BEST blow dryer for naturally curly headed gals
5	Five Stars
4	Four Stars
5	Five Stars
5	Happy I took a chance
4	Great product for coarse hair
5	Quiet and compact
5	Five Stars
5	Solid value
5	Five Stars
5	Five Stars
5	Love it!
5	great
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Awesome blowdryer.
1	One Star
1	DO NOT BUY THIS HAIR DRYER. I have very ...
5	Best dryer EVER!!!
5	Dries quickly
5	I'd buy this product again :-)
5	Five Stars
4	At first it was fine but I may need to replace it soon
4	This works well and is easy to use
5	Five Stars
5	"I'm so excited when I receive this item, and ..."
4	This dryer has great Hot/Warm/Cold settings and makes my hair shiny and not ...
2	I have always loved the andis hairdryer but paid thirty some dollars for ...
3	Nice dryer
4	GREAT hairdryer!
5	Great
5	Five Stars
5	Works great world wide.
1	I got a dud
4	Nice and compact
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
4	Four Stars
5	Five Stars
5	Great speed and heat. Gets the job done.
3	"good drying, hard to work switches."
5	Thankful for Blo and Go
5	Love the convenience of having it on the wall and ...
5	Five Stars
4	"good dryer, bonnet a little uncomfortable, but modifiable."
5	Five Stars
1	Caught fire!!!!!!
5	Five Stars
5	Love it!!!
4	I would love for it to be a bit smaller and lighter
5	Five Stars
4	Works very well. Just got it about 3 months ...
1	Absolutely loved it. Until it quit working
5	I love this hair dryer
5	Five Stars
2	Two Stars
3	pretty quiet for the
3	Heavier than I would like for travel.
3	Three Stars
5	Absolutely worth the money!
5	Excellent product.
4	This one is great! Yay
5	Five Stars
5	I really love this hairdryer
5	Five Stars
5	Works to my needs
5	Five Stars
5	They work great for 3-4 years before they get noisy
5	Best blow dryer
5	Five Stars
5	TRULY AMAZING!!!!!!
5	Five Stars
4	It really blows!
4	Four Stars
5	It wasn't as expensive as some that just seemed like more than I needed
5	Great Price on a Professional HairDryer
5	Five Stars
5	Favorite dryer! Dries hair quickly
5	Five Stars
5	Five Stars
5	Five Stars
1	Wasted money!
1	Broke quickly
5	It worked wonderful!
4	I loved this blow dryer
5	A good compact hair dryer
5	Five Stars
5	Works great
5	Five Stars
5	If you like the ones in the hotels...
5	happy hair
1	Plug broke after 1 month
5	I love my light weight hair blower
5	... just ordered another one for my daughter- She has super thick long hair and doesn't like to dry her ...
2	My old Remington ProAir Ceramic just died and I purchased ...
1	One Star
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
4	Four Stars
5	Leaves an uncluttered space
4	it's functional for a 20 dollar item. one complaint ...
4	"Works great, even with traveling a lot it still isn't ..."
5	Five Stars
5	Great dryer for any budget!
5	Five Stars
5	Love it!
5	Works great.
5	Five Stars
5	Five Stars
5	Worth purchasing
3	Fire hazard
4	Great if you have shorter hair
5	Nice wall mount
5	Nice size for kids
4	Four Stars
5	Nice and tight
5	Highly recommended
5	Perfect for My 6 yr old daughter
5	Great item. Would recommend
5	Five Stars
4	"Must be good, she takes it in all the trips"
4	Good for travel
5	thanks!!!
5	good
4	I wanted to like this blow dryer more because of the reviews on ...
1	I would not recommend purchasing.
5	Great for the price
1	Don't waste your money
5	Five Stars
4	Works for long-nozzled dryers
5	Five Stars
5	Five Stars
4	Keeps to itself
5	great item
5	Five Stars
5	Five Stars
5	We got this mainly for my husband because he has dreads and this was recommended to dry the dreads out completely and now both .
5	Five Stars
1	One Star
5	Five Stars
5	Five Stars
5	Five Stars
3	My blowdryer is DEAD - 4 months later after install.
5	Satisfied
5	Five Stars
3	Three Stars
4	But for that button............
5	Recommend.
5	Five Stars
4	Great dryer
2	Two Stars
4	Good!
5	Five Stars
5	Great space saver! Dries fast!!
5	don't worry.....itr a good dryer! :)
3	Motor Died after a year
2	Didn't Last
4	Four Stars
4	Black and pink! Otherwise works great!
5	Wonderful product! Purchased due to shoulder injury and now ...
5	Five Stars
5	Great travel hairdryer!
2	Two Stars
5	Bought this as a present for my wife this Christmas ...
1	I initially liked this dryer but it is heavy and all the ...
5	Space saver
5	Powerful and light
5	Best hairdryer I've ever had
4	Four Stars
5	The Perfect Travel Hair-Drier -- HEAVY DUTY but Light-Weight & Compact!
5	Excelent
5	Great Product
4	Four Stars
4	Four Stars
5	Hair blow dryer dries blow hair
5	Good dependable hair dryer
5	Stop Drop and Buy!
5	Five Stars
5	Five Stars
5	Great for travelling
5	Love this dryer
4	Four Stars
5	I recommend this hair dryer
3	... powerful as I would have hoped but it's not bad for a cheap guy
5	Super light! Great product!
5	This hair dryer is small but its engine is powerful ...
5	Five Stars
5	Five Stars
3	"But I like, that it has a cold setting"
5	Five Stars
5	Five Stars
5	Great product for a great price
5	Five Stars
5	Five Stars
5	its about time
5	Five Stars
5	It works awesome
5	Love it it's just what I wanted
5	Love love this!!
5	It works great!
2	"Nice product, poor ROI"
5	Bought this dryer years ago & it changed my life.  (45min cut to 10min!)
5	~!
5	Five Stars
2	Sparks shooting out of cord. Very dangerous!
5	Five Stars
4	It's works very good. We had the same one that lasted for ...
1	One Star
4	Great hairdryer. First used it at a hotel and ...
4	Four Stars
2	Two Stars
3	Three Stars
5	Great dryer
5	Five Stars
4	Makes a fast job of its work
5	I love this product
5	Five Stars
3	Three Stars
5	Five Stars
3	"It's fine, nothing special."
5	PERFECT PURCHASE
2	Two Stars
5	THE BEST BLOWDRYER I HAVE EVER HAD!
5	Five Stars
5	Great dryer! Have had it for quite some time ...
5	Great!
5	Five Stars
1	"Purchased it twice, both died suddenly"
5	Five Stars
5	"I've been using this for the past 3, almost ..."
5	Five Stars
5	Five Stars
5	Five Stars
5	I love my wall mounted blow dryer
5	Great Hairdryer
5	Light Weight!
5	Great
5	Five Stars
5	Love it
4	It still works like the first day i had it
3	Decent product!
5	Five Stars
2	Switch Failed
5	Great Product
3	The hair dryer seems to be of good quality so far
5	Great hair dryer wrapped into a small size!
1	Poor quality for the price
5	Worked well
5	Great price.
5	Five Stars
5	but i haven't had any issues like that with this dryer yet
3	Decent buy
5	Love it!
4	TINY! Not the same size as the usual ones ...
4	Four Stars
4	I like this hair dryer
5	works great!
5	Five Stars
5	Five Stars
5	works as expected
5	Works as advertised
5	Amazing hair dryer for the price
4	Nice size & low temp is quiet but high is ...
4	"ok for travel, affordable."
3	Nice dryer...disappointing features
5	Good Value
5	Five Stars
1	"I don't remember why I sent this back, but ..."
5	You need this in your life!!!
5	Five Stars
3	Works great for her
5	Five Stars
5	Five Stars
5	powerful
5	Working good!
5	A-M-A-Z-I-N-G
4	Four Stars
1	Not enough power
3	The low speed doesn't dry very well. The high ...
1	box was open
5	Five Stars
5	Five Stars
5	Five Stars
5	Amazing blow dryer with lots of power and heat
5	"This hair dryer is amazing, it cuts my hair drying time to half"
2	i sent it back as it was not what I wanted for my fine hair.
5	"Once you buy a BaByliss Pro, you will never want to try another brand!"
2	Small Diffuser.  Does not work well on curly hair.
5	"I love it, it's not too heavy"
5	Excellent product.
5	Conair Soft Bonnet Hair Dryer
5	Great hair dryer
1	"If you need dual-voltage, spend your money elsewhere"
5	Five Stars
5	Wonderful
5	Super great hair dryer for very little cost
5	I borrow it...
4	Four Stars
1	Not worth it.
5	Conair 1875
5	Five Stars
5	Five Stars
5	Five Stars
5	Wife is happy.
4	Four Stars
5	I love this hairdryer
4	Four Stars
4	... I expected and heavier than expected but it works better than the diffuser that came with my other dryer
5	Works great! I love that it's big since I have ...
4	Quick dryer
3	Three Stars
5	Five Stars
3	Just not for me.
3	Just okay
4	I like how small it is and has good power makes ...
5	Five Stars
5	Five Stars
5	Five Stars
4	It's really good and light weight to carry around But the only ...
4	Four Stars
4	Four Stars
4	works very well but it smoked a tiny amount.
4	Happy with Dryer
4	Great
1	DO NOT BUY! POOR QUALITY
5	Five Stars
5	Great diffuser for curly hair
5	Five Stars
4	Compact but a lot of power.
4	Four Stars
5	So far this hair dryer is amazing. I love the various settings which allows for ...
5	I've tried them all.  Buy this one!
4	Worked great for a while
5	Five Stars
3	Three Stars
3	"Works, but has a smell to it."
5	Five Stars
5	Five Stars
5	Excellent Buy
5	Five Stars
5	Five Stars
1	What happened to quality control
5	Great product temp settings size weight color and diffuser
3	Three Stars
5	Five Stars
5	No problems
3	Three Stars
5	Five Stars
5	Five Stars
5	Love it.
5	Five Stars
5	Five Stars
5	The only one i'll use
5	Five Stars
5	A++++
5	love it
5	Five Stars
4	Good product but heavy.
5	Five Stars
3	Get what you pay for!
5	Five Stars
5	Good Job
5	I have had 4 of these and love them. This last one started burning up in ...
4	Four Stars
5	"Great buy, fast shipping"
5	Five Stars
5	She does
3	After having it only 2 weeks the low blow cycle ...
2	"Had the style/features i wanted, but it broke on first try"
4	I feel this is a very good product. It is a bit heavy and doesn't ...
5	Five Stars
4	Great value though
4	good traveling hairdryer
5	Must Have Travel Dryer
1	Burned Out in Less Than 6 Uses!!!
4	Good purchase for me
5	The one my wife Had to Have when she broke her old one
5	Very nice looking blow dryer and performs great too
5	Just what I was looking for!
1	One Star
5	"Great for window kits, and also for hair"
5	Five Stars
4	She said it works very good. She likes it
5	THE BEST!
1	"The dryer itself was just fine, just that damn clear coating paint looked awful ..."
5	I loved my first one so much that I wore it ...
3	I wouldn't recommend it for this hair dryer
5	Five Stars
4	Four Stars
4	ok but not great
5	Five Stars
5	Five Stars
5	"good dryer, high heat!"
5	Five Stars
5	"It rewinds!!!  Works well, too."
5	Excellent hair dryer!
3	Three Stars
5	Five Stars
3	The attachment falls off very easily.
4	Recommend
5	Five Stars
5	and this one is just as good as mine
5	Five Stars
4	Some people described this as being very light. I ...
5	Five Stars
1	It has a cool air button which will not turn off now
5	Wife and daughter love it.  They fight over it. Ha
5	"Sturdy, nice design"
3	I can't use it.
5	Five Stars
5	New favorite pro dryer
5	She love it!
5	Super strong! Great!
5	Perfect for the Bathroom
2	Two Stars
5	These are nice hair dryers
5	Five Stars
5	Five Stars
5	Five Stars
2	but nowhere as good as when it was first purchased
5	Five Stars
5	Love it!
5	Five Stars
4	Worked for me
4	lots of power - works Fast!
5	Great!
3	Three Stars
1	The brush on this is like a baby's brush it did not brush through my ...
5	Five Stars
5	Five Stars
4	My wife is very satisfied with the gift that was purchased for Christmas
5	Five Stars
5	After three failures we're done purchasing.
5	Five Stars
5	"So far, so good"
5	Great for travel.
4	Four Stars
5	Five Stars
5	Five Stars
5	Cute hair dryer
5	Great bargain hairdryer
3	Three Stars
2	Easy to install
5	"awesome look, good hairdryer"
2	Heavy and not that great
5	Good quality.
3	OK
2	Two Stars
4	Four Stars
5	QUIET!!!!
5	Great dryer
5	Mighty little guy!
5	Five Stars
4	decent hair dryer
1	One Star
5	Five Stars
4	I LIKE
4	like hair dryer ok
4	Four Stars
5	Amazing Performance in a Very Small Package
3	Three Stars
4	Four Stars
5	Great Hair Dryer.
3	It's really good
5	An amazing product...tames wild beastly hair into notice worthy hair.  Actually worth the money!
4	Good one.
5	I love this hairdryer
4	Enjoy the settings for heat and power
5	Five Stars
4	drys thick hair super fast
4	Pretty good Dryer
5	I luv this product.. it's not only attractive ...
4	Four Stars
5	I wanted one that blows hard and I could control ...
5	Five Stars
2	Disappointing.
3	I do wish the High/Off/Low switch were more like a High/Low/Off switch since I accidentally push it too ...
5	Best hair dryer ever.
5	Five Stars
1	One Star
5	Great dryer!
5	made my daughter very happy!
5	Fantastic!
1	I What a waste of money
5	A great price! My hair feels amazing after
4	Purchased as a gift for my roommate. She likes ...
5	Five Stars
5	Five Stars
4	Four Stars
5	Five Stars
4	My wife loves it.
5	Five Stars
1	Not Good
5	"Works well enough, and hot enough to use for installing phone/tablet skins"
1	One Star
4	Works great
4	Nice dryer. The setting selection switch on the dryer ...
5	satisfied
3	Three Stars
5	Nice blow dryer.
3	Otherwise it would be a great hair dryer
5	Better than the one I use usually at
5	Five Stars
3	broke in 6 months
5	Did not dissappoint!
5	Five Stars
4	The speed and heat settings being separate are nice. The anti-static seems to work
5	Five Stars
2	I hate this dryer
2	Two Stars
1	One Star
4	Four Stars
5	This is a great little hairdryer
5	Five Stars
4	It's a great product!!!
5	I love this dryer
5	Best Hair Dryer Ever!
5	Five Stars
1	Very disappointed. I will be returning
4	Good value
5	The heat and air circulation are great. Temperature and timer controls are simple and easy ...
5	Five Stars
5	Frizz Free
5	Five Stars
2	Two Stars
3	It's ok
3	just okay . . .
1	Delete from Cart!!
5	"I liked it, it was a present to my Son-in ..."
1	"Basic, foldable and works"
5	Five Stars
3	OK but not great blowdryer
4	"Small yet powerful, Almost perfect...."
5	Amazing hair dryer
4	Four Stars
1	Disappointed
5	Five Stars
5	Great investment
3	Three Stars
5	Works great.
5	Five Stars
5	Five Stars
3	Eh...
5	Five Stars
4	The Conair Wall Hairdryer
2	No wind speed adjustment in spite of advertisement.
4	Four Stars
5	Marriott Hotels do a good job of equiping their Hotel Rooms with User-Friendly Appliances
5	My favorite!!
5	Five Stars
1	One Star
3	Not to hot not to cold
5	Five Stars
5	Five Stars
5	Five Stars
5	I am very happy so far with this dryer
5	Five Stars
5	Great hair dryer
5	Five Stars
5	perfect to cram into an already full suitcase
5	This hair dryer is great.. Leaves my hair so shiny after it ...
4	Honest Truth
4	Four Stars
4	Four Stars
3	It's okay for the price.
5	Five Stars
5	Five Stars
5	Wonderful hair dryer!
5	"product of very good quality, 100% satisfied with your purchase recommend this ..."
5	Five Stars
5	Five Stars
5	Great product. Works better than expected
3	Handles well
5	MUST HAVE
5	I love this blow dryer
5	Five Stars
5	Very good dryer
5	Five Stars
5	Five Stars
5	Five Stars
5	This baby has power!
3	Three Stars
4	Four Stars
5	Convenient and powerful enough
5	Five Stars
5	Much stronger then I expected great for my tween daughter starting to want to do ...
5	No problems
5	Five Stars
5	Five Stars
5	Lightweight and compact
4	Good value
5	Five Stars
4	This is a good quality lower priced hairdryer
1	I am so disappointed in the failing quality of Conair products
5	"Wifey had one for 8 years, w/o big issues ..."
5	Five Stars
5	Quick drying/styling
4	"Nice functionality, but not really quiet or light"
5	Wife loves it!
3	"The best at this price, but.."
5	Great little hair dryer
5	Best Blow Dryer
1	Caveat Emptor!!!
5	Very light and easy to use
2	Two Stars
5	Great hair dryer
5	Five Stars
5	Five Stars
5	Five Stars
5	Very satisified
2	An almost great dryer with a fatal flaw
5	My wife said this dryer is like a windstorm in the bathroom
5	Awesome Blowdryer!
1	My 19 dollar Conair works better than this
5	MiniPRO by Conair Tourmaline Ceramic Hair Dryer
5	Got the Elchim a few weeks ago and love it so far
3	brush attachment not for thick hair
5	Five Stars
1	One Star
3	Three Stars
3	Three Stars
5	A great dryer that I would buy again!!!
5	Awesome Dryer
5	Best dryer owned for fine hair
1	One Star
4	Easy breezy!
5	Five Stars
3	Loud and Heavy Working Hair Dryer.
5	Five Stars
5	Can't Use Title I Wanted To
4	Four Stars
5	Five Stars
5	Five Stars
5	I have personally gone through about 15 different hair dryers to find the perfect one. I discovered the Remington Jet Dry Turbo
2	Worked less than 10 months.
5	Five Stars
4	Four Stars
2	BUYER BEWARE
4	Four Stars
4	The 1875 dryer is an excellent product. Heats fast with with both High and ...
2	Two Stars
5	Five Stars
3	Three Stars
5	Powerful Little Blow Dryer!
5	perfect for traveling but with great power
4	Four Stars
5	Five Stars
5	Five Stars
5	Great purchase
5	Daughter loves it. Works just as reviews stated. ...
5	UPDATE: loving this hairdryer!
5	Powerful
5	Five Stars
4	Just right for travel
1	My wife was looking forward to it so disappointed really.
5	A steal for the price!
2	did not like it at all..
4	Works great. I have very long and thick hair
5	The best blow dryer I've ever used
5	So far so good. She's happy with the dryer
1	One Star
1	Died after 7 months. Worthless warranty.
5	and loved it.
3	Three Stars
5	Five Stars
4	Good for teens and people with long hair
5	Five Stars
5	"So far so good, but you do need to be careful so ..."
1	... tried to replace my old Conair Dual Voltage Travel Smart hairdryer. Unfortunately this one was not very much ...
1	I was extremely disappointed in this hair dryer
5	Awesome hair dryer
4	Does it's job nicely. I dropped one star because the dryer I ...
5	Five Stars
4	Great compact dryer
5	Five Stars
5	Great hair dryer for the price
3	Three Stars
4	Four Stars
4	Four Stars
5	Five Stars
3	"Underwhelmed, but not disappointed"
5	"Even if you pay FIVE TIMES the price,"
4	Four Stars
5	Just like hotel hair dryers
5	YES~!!!!!
5	Five Stars
4	Four Stars
5	Five Stars
5	Five Stars
5	... already had one of these as my grown children recommended this great hair dryer
5	Five Stars
5	Five Stars
5	"Terrific, inexpensive hair dryer"
5	The dryer is really good but came with a missing part (diffuser) but as ...
5	Five Stars
5	Highly Recommend
5	Great Product
1	I actually liked it during that period of time
4	Great for the price
4	We are happy!
4	A good product at a good price!
5	awesome for curly hair
5	Great hair dryer
3	Three Stars
5	Five Stars
5	Five Stars
5	Five Stars
4	I bought this item from 2012 and it is still ...
5	I am so glad I got this little hair dryer
4	Large and heavy but the heat settings are good
5	Five Stars
5	Repeat customer
5	Best choice with a recognized brand
1	WARNING!
5	Five Stars
4	So sad.
2	Two Stars
4	This is a great hair dryer but it pulled so much amps that ...
4	Great hair dryer- short cord
5	Easy install and arrived on time
4	but I did it myself with this dryer recommended by my hair stylist
2	Didn't last as long as the previous model
5	Five Stars
5	I love the heat - It's more warm than hot like ...
5	Five Stars
3	"This is a decent hairdryer, but a bit cumbersome to use"
1	One Star
4	Like it so far
5	Best hair dryer I've ever owned and anyone who has ...
5	she says its a great hair dryer
5	Five Stars
5	Arrived on time and just like description said
3	Three Stars
5	love it
5	Five Stars
1	I wish I would have read the reviews on this ...
5	... home on family and friends and it works just great! Great dryer for the cheap price
5	This hair dryer has a lot of power and dries ...
5	Five Stars
5	Five Stars
5	It is perfect for
3	Three Stars
5	Five Stars
4	It's an average blow dryer I use it every day ...
5	Five Stars
5	Five Stars
5	Three more happy customers! All three have varied thickness of hair ...
5	Very good dryer
1	Defective
5	Love this hairdryer
5	BUY IT!
5	Five Stars
5	Five Stars
5	Five Stars
5	An excellent dryer for alot less money than other top dollar ...
1	One Star
3	I liked it!
3	Three Stars
5	Five Stars
5	Five Stars
4	Four Stars
5	Five Stars
5	Five Stars
4	... dryer for about three months and am overall really pleased. My previous hair dryer was about five years ...
5	What more can you say about a hairdryer? It's ...
5	good buy
1	"Get the more expensive Conair dryer, not this one!"
5	The best dryer ever
4	Four Stars
2	Two Stars
1	One Star
3	Not for thick hair
5	Does the job
1	DON'T buy it!!!!
5	Five Stars
3	Cord is TOO stiff. I would have expected the ...
2	Not comfortable to sit under
3	Three Stars
1	Bought my first one with a gift card and loved at it at first
2	Timer Knob Broke in Less Than 6 months!
2	Strong plastic smell
5	Five Stars
5	Five Stars
5	Five Stars
2	Majorly Meh
5	Good Buy!!!!
4	Four Stars
5	Great purchase.
3	I really wanted more speeds as it turns out. ...
1	not for travel after all
5	Five Stars
5	very much satisfied
4	Glad I bought it.
5	Five Stars
4	Its a really great dryer. It smooths my hair as it dries
1	I guess sometimes you do get what you pay for - in a bad way.
5	conair
5	Great product
5	"A very best buy at $7.99 & FREE Shipping, PTL"
3	Just Okay
3	Three Stars
5	Great!
4	The wife is happy!
1	One Star
2	Two Stars
1	One Star
4	Four Stars
3	Three Stars
5	THE BOMB!
2	did not last very long
4	Good for price
5	Five Stars
2	Two Stars
3	Three Stars
5	This is a great portable hair dryer
5	Great wall mounted hair dryer
4	It works fine till now
5	Awesome blow dryer!
2	Two Stars
5	Get This One
3	Mounting was easy as reviews have stated and it is very strong ...
4	so far so good
5	I have coarse thick hair...but not when I dry
3	Three Stars
1	One Star
3	Three Stars
4	Four Stars
5	Five Stars
5	Five Stars
5	Easy to handle
5	good heat control
5	Great blow dryer
5	I am very satisfied with the product
1	"Hair dryer IS NOT genuine - it's FAKE, BOGUS, COUNTERFEIT, GARBAGE, JUNK NOT AUTHENTIC Do NOT Buy!"
5	Good buy!
5	<3 it!!!
5	Five Stars
1	No power. Combs and brushes were not right for ...
5	Great Travel Hair Dryer
4	Great hair dryer with plenty of power
5	Five Stars
3	Three Stars
5	Best of the best!
1	This didn't dry my hair any faster or better then my cheap $30 Revlon dryer and I have ...
3	Three Stars
5	Five Stars
5	My daughter is a Cosmetologist and she was very happy to receive this as an early Christmas gift and ...
5	This is a GREAT dryer. I have very long hair
4	Used this and seems to do fine. I only wish it had a little more ...
5	Five Stars
5	Exactly what I wanted
5	but overall it works great.
4	Four Stars
5	Five Stars
3	Three Stars
5	Five Stars
5	Five Stars
5	Conair Cord-Keeper Hair Dryer
5	I love it!
5	"I will buy this again- great for thick, curly hair"
5	Five Stars
4	My wife is happy with the product
2	Not Hot Enough
5	"Bought as a travel dryer, but it's so light ..."
5	Easy to handle and not heavy
4	"Bonnet too tight, otherwise, excellent."
5	"Small, powerful and effective. Strong air flow. ..."
4	Four Stars
5	Five Stars
5	I've always loved soft bonnet Hair dryers
5	The hair dryer is just what I wanted!! ...
5	A Must Have Hair Dryer for Any Bathroom!
2	Short review.
2	not powerful.
1	"You Get What You Pay for, I Guess."
5	Easy to use and I am able to dry my ...
5	Loved this compact hair dryer
3	Impressed but short lived
4	"Great design, compact and nice features...."
5	The blow dryer came before the scheduled date
5	Wonderful Dryer!
3	Simple hair dryer
4	Four Stars
5	Mighty mite!!
5	Best blow dryer on the market from what I can ...
5	Five Stars
2	Broken.
5	My daughter will grow with this one
5	Five Stars
3	Good value but crummy dryer
2	I wanted to like it...
5	Five Stars
5	Five Stars
4	"Well, I purchased this item just for weatherizing my ..."
5	I ordered more than one!
5	Can't beat the price
1	Sparks or clanks and dies.
4	great for price
5	Five Stars
4	Four Stars
5	Tiny AND Powerful
4	I am for the most part happy with my purchase ESPECIALLY for the price of $20 ...
4	Good for basic hair dying needs
5	Perfect!
3	only ok
5	Stylush & affordable
5	"Works great, but it makes our apartment fuse blow every ..."
5	Happy with purchase
5	Five Stars
3	"Short weak arms look elsewhere, otherwise OK"
5	Five Stars
5	Five Stars
5	Conair Infiniti Pro Hair Dryer
5	Five Stars
1	One Star
5	Five Stars
5	"Dries quickly, quiet, compact"
4	Four Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
5	Very good for this price
4	Works great. Love that it folds
1	Should have listened to neg reviews on this product
5	Conair 1875 Watt Ionic Ceramic Folding Handle Hair Dryer
5	Best Best Best Hair Dryer Ever!
5	It blows...and that's a good thing!
5	Excellent product! Quick attention very well packed and fast
5	Five Stars
5	Best dryer I've ever used.  Who knew?!
